Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
251,Highland,Los Angeles Basin,2/7/2020,038,0.10, ,0.00, ,346, ,6.8, ,69.7, ,37.8, ,52.8, ,77, ,29, ,50, ,34.7, ,2.7, ,65.6, ,49.4, 
251,Highland,Los Angeles Basin,2/8/2020,039,0.11, ,0.00, ,352, ,7.4, ,72.1, ,39.0, ,55.0, ,75, ,26, ,50, ,36.8, ,3.0, ,72.0, ,50.4, 
251,Highland,Los Angeles Basin,2/9/2020,040,0.04, ,0.17, ,142, ,9.0, ,59.4, ,42.3, ,49.5, ,89, ,59, ,74, ,41.7, ,4.1, ,97.4, ,51.1, 
251,Highland,Los Angeles Basin,2/10/2020,041,0.16, ,0.00, ,339, ,5.5, ,65.5, ,41.9, ,57.3, ,79, ,11, ,34, ,29.4, ,8.5,Y,202.8,Y,50.7, 
251,Highland,Los Angeles Basin,2/11/2020,042,0.21, ,0.07, ,385, ,2.4, ,68.5, ,41.7, ,59.1, ,36, ,8, ,14, ,10.4, ,9.9,R,237.5,R,50.8, 
251,Highland,Los Angeles Basin,2/12/2020,043,0.11, ,0.00, ,365, ,5.2, ,65.4, ,37.1, ,51.1, ,65, ,24, ,41, ,28.1, ,2.9, ,68.4, ,50.2, 
251,Highland,Los Angeles Basin,2/13/2020,044,0.11, ,0.00, ,359, ,6.1, ,71.7, ,38.5, ,53.9, ,77, ,19, ,43, ,32.0, ,2.7, ,65.3, ,50.6, 
251,Highland,Los Angeles Basin,2/14/2020,045,0.12, ,0.00, ,377, ,6.2, ,70.2, ,40.4, ,54.7, ,71, ,19, ,43, ,32.4, ,3.0, ,73.1, ,51.2, 
251,Highland,Los Angeles Basin,2/15/2020,046,0.12, ,0.00, ,380, ,6.2, ,70.6, ,39.8, ,54.7, ,75, ,15, ,42, ,32.2, ,2.7, ,65.5, ,51.4, 
251,Highland,Los Angeles Basin,2/16/2020,047,0.11, ,0.00, ,369, ,7.7, ,72.2, ,43.2, ,56.4, ,79, ,26, ,50, ,37.8, ,2.9, ,68.8, ,51.9, 
251,Highland,Los Angeles Basin,2/17/2020,048,0.12, ,0.00, ,382, ,8.6, ,77.6, ,43.1, ,58.4, ,84, ,24, ,52, ,40.7, ,3.2, ,76.5, ,52.7, 
251,Highland,Los Angeles Basin,2/18/2020,049,0.11, ,0.00, ,321, ,7.9, ,76.5, ,44.1, ,59.1, ,79, ,17, ,46, ,38.6, ,3.0, ,72.2, ,53.4, 
251,Highland,Los Angeles Basin,2/19/2020,050,0.12, ,0.00, ,374, ,9.4, ,72.4, ,45.8, ,57.1, ,97, ,28, ,59, ,42.9, ,3.3, ,79.5, ,54.0, 
251,Highland,Los Angeles Basin,2/20/2020,051,0.15, ,0.00, ,403, ,6.1, ,78.6, ,45.2, ,61.3, ,72, ,16, ,33, ,32.0, ,3.9, ,92.8, ,54.0, 
251,Highland,Los Angeles Basin,2/21/2020,052,0.15, ,0.08, ,342, ,6.5, ,80.5, ,46.7, ,63.4, ,68, ,15, ,33, ,33.6, ,4.0, ,96.3, ,54.4, 
251,Highland,Los Angeles Basin,2/22/2020,053,0.04, ,0.30, ,147, ,10.4, ,60.5, ,49.2, ,53.6, ,94, ,55, ,74, ,45.6, ,4.5, ,108.9, ,54.8, 
251,Highland,Los Angeles Basin,2/23/2020,054,0.03, ,0.12, ,162, ,11.3, ,61.2, ,45.3, ,52.5, ,96, ,61, ,84, ,47.7, ,2.3, ,55.0, ,54.5, 
251,Highland,Los Angeles Basin,2/24/2020,055,0.12, ,0.00, ,399, ,9.8, ,77.7, ,40.3, ,56.5, ,97, ,32, ,63, ,44.1, ,2.5, ,59.7, ,54.3, 
251,Highland,Los Angeles Basin,2/25/2020,056,0.16, ,0.21, ,424, ,5.0, ,79.7, ,44.8, ,61.7, ,68, ,10, ,27, ,27.1, ,4.1, ,98.8, ,55.2, 
251,Highland,Los Angeles Basin,2/26/2020,057,0.15, ,0.00, ,430, ,4.5, ,76.6, ,42.9, ,58.9, ,48, ,11, ,27, ,24.7, ,3.3, ,79.7, ,54.3, 
251,Highland,Los Angeles Basin,2/27/2020,058,0.13, ,0.00, ,342, ,5.6, ,79.8, ,44.4, ,62.3, ,51, ,13, ,29, ,29.7, ,2.7, ,65.3, ,54.9, 
251,Highland,Los Angeles Basin,2/28/2020,059,0.14, ,0.00, ,361, ,5.4, ,82.1, ,52.0, ,65.9, ,45, ,12, ,25, ,28.8, ,3.0, ,72.3, ,56.2, 
251,Highland,Los Angeles Basin,2/29/2020,060,0.12, ,0.39, ,338, ,6.3, ,72.6, ,47.2, ,58.4, ,76, ,18, ,37, ,32.6, ,3.6, ,87.0, ,56.3, 
251,Highland,Los Angeles Basin,3/1/2020,061,0.04, ,0.37, ,126, ,9.6, ,58.7, ,45.4, ,50.8, ,92, ,57, ,76, ,43.4, ,5.8, ,139.4, ,55.2, 
251,Highland,Los Angeles Basin,3/2/2020,062,0.17, ,0.00, ,417, ,5.9, ,63.2, ,39.2, ,54.5, ,96, ,15, ,40, ,30.9, ,8.5,R,203.2,R,54.0, 
251,Highland,Los Angeles Basin,3/3/2020,063,0.22, ,0.00, ,456, ,4.6, ,76.3, ,51.2, ,65.6, ,50, ,13, ,21, ,25.0, ,7.7,Y,184.7,Y,54.4, 
251,Highland,Los Angeles Basin,3/4/2020,064,0.15, ,0.03, ,445, ,8.2, ,76.5, ,45.8, ,59.8, ,81, ,21, ,47, ,39.4, ,3.1, ,75.2, ,55.5, 
251,Highland,Los Angeles Basin,3/5/2020,065,0.15, ,0.00, ,441, ,8.8, ,82.6, ,45.4, ,63.4, ,82, ,19, ,44, ,41.2, ,2.7, ,64.1, ,56.5, 
251,Highland,Los Angeles Basin,3/6/2020,066,0.16, ,0.20, ,437, ,9.8, ,77.6, ,49.9, ,62.3, ,94, ,25, ,51, ,43.9, ,3.9, ,94.2, ,57.8, 
251,Highland,Los Angeles Basin,3/7/2020,067,0.08, ,0.00, ,282, ,10.7, ,64.4, ,51.8, ,55.7, ,95, ,46, ,70, ,46.2, ,5.1, ,122.7, ,57.7, 
251,Highland,Los Angeles Basin,3/8/2020,068,0.11, ,0.17, ,379, ,9.0, ,64.3, ,47.4, ,54.8, ,82, ,37, ,62, ,41.9, ,3.8, ,90.4, ,58.0, 
251,Highland,Los Angeles Basin,3/9/2020,069,0.14, ,0.05, ,388, ,7.8, ,71.5, ,42.3, ,57.3, ,79, ,27, ,48, ,38.0, ,3.9, ,93.3, ,57.1, 
251,Highland,Los Angeles Basin,3/10/2020,070,0.06, ,0.61, ,236, ,14.1,Y,67.3, ,52.1, ,57.0, ,98, ,73, ,89,Y,53.8,Y,3.1, ,74.9, ,58.2, 
251,Highland,Los Angeles Basin,3/11/2020,071,0.14, ,0.00, ,451, ,12.2, ,71.7, ,49.8, ,59.9, ,98, ,39, ,69, ,49.8, ,2.9, ,69.4, ,59.2, 
251,Highland,Los Angeles Basin,3/12/2020,072,0.02, ,1.38, ,77, ,11.8, ,64.3, ,48.9, ,53.1, ,97, ,67, ,85, ,48.8, ,4.1, ,99.0, ,58.7, 
251,Highland,Los Angeles Basin,3/13/2020,073,0.00, ,0.33, ,68, ,12.3, ,54.0, ,49.5, ,52.0, ,98, ,84, ,93, ,50.0, ,3.0, ,71.0, ,56.8, 
251,Highland,Los Angeles Basin,3/14/2020,074,0.03, ,0.00, ,162, ,12.3, ,60.8, ,50.9, ,54.8, ,97, ,67, ,84, ,50.0, ,3.1, ,74.7, ,57.0, 
251,Highland,Los Angeles Basin,3/15/2020,075,0.07, ,0.00, ,256, ,10.9, ,61.3, ,49.3, ,54.9, ,91, ,60, ,74, ,46.7, ,3.9, ,93.6, ,57.7, 
251,Highland,Los Angeles Basin,3/16/2020,076,0.09, ,0.25, ,286, ,9.6, ,60.9, ,48.7, ,54.3, ,92, ,52, ,67, ,43.4, ,6.8,Y,162.0,Y,57.9, 
251,Highland,Los Angeles Basin,3/17/2020,077,0.12, ,0.11,H,456, ,8.2, ,59.0, ,41.7, ,50.0, ,97, ,43, ,67, ,39.4, ,4.0, ,95.2, ,57.7, 
251,Highland,Los Angeles Basin,3/18/2020,078,0.04, ,0.00, ,177, ,7.4, ,55.3, ,37.6, ,47.7, ,88, ,52, ,66, ,36.8, ,3.6, ,85.7, ,56.5, 
251,Highland,Los Angeles Basin,3/19/2020,079,0.05, ,0.52, ,199, ,9.6, ,55.0, ,46.2, ,49.1, ,93, ,64, ,81, ,43.5, ,4.0, ,96.8, ,55.8, 
251,Highland,Los Angeles Basin,3/20/2020,080,0.10, ,0.01, ,384, ,9.4, ,63.7, ,43.2, ,53.5, ,90, ,46, ,68, ,43.0, ,2.5, ,59.9, ,56.3, 
251,Highland,Los Angeles Basin,3/21/2020,081,0.14, ,0.00, ,479, ,10.1, ,66.4, ,44.3, ,55.1, ,89, ,43, ,68, ,44.8, ,3.6, ,86.6, ,57.4, 
251,Highland,Los Angeles Basin,3/22/2020,082,0.14, ,0.31, ,439, ,10.6, ,68.4, ,44.2, ,56.1, ,91, ,40, ,69, ,46.0, ,3.6, ,86.7, ,58.3, 
251,Highland,Los Angeles Basin,3/23/2020,083,0.07, ,0.34, ,274, ,11.3, ,63.4, ,50.4, ,55.1, ,97, ,51, ,76, ,47.7, ,3.8, ,92.0, ,58.8, 
251,Highland,Los Angeles Basin,3/24/2020,084,0.11, ,0.00, ,389, ,10.4, ,62.9, ,47.3, ,54.8, ,91, ,54, ,71, ,45.6, ,4.0, ,96.0, ,59.1, 
251,Highland,Los Angeles Basin,3/25/2020,085,0.11, ,0.00, ,383, ,9.4, ,61.6, ,48.2, ,53.8, ,83, ,47, ,67, ,43.0, ,5.0, ,120.7, ,59.5, 
251,Highland,Los Angeles Basin,3/26/2020,086,0.15, ,0.00, ,520, ,7.3, ,59.4, ,44.7, ,50.5, ,78, ,34, ,59, ,36.6, ,5.6, ,133.8, ,59.2, 
251,Highland,Los Angeles Basin,3/27/2020,087,0.16, ,0.00, ,519, ,7.3, ,62.2, ,38.7, ,50.5, ,87, ,34, ,59, ,36.6, ,4.9, ,117.4, ,58.6, 
251,Highland,Los Angeles Basin,3/28/2020,088,0.16, ,0.00, ,532, ,7.3, ,65.2, ,37.9,Y,52.3, ,83, ,32, ,55, ,36.5, ,3.4, ,82.1, ,58.2, 
251,Highland,Los Angeles Basin,3/29/2020,089,0.12, ,0.00, ,399, ,9.1, ,62.7, ,41.8, ,52.8, ,85, ,45, ,67, ,42.0, ,3.6, ,87.3, ,58.6, 
251,Highland,Los Angeles Basin,3/30/2020,090,0.17, ,0.00, ,543, ,9.6, ,74.1, ,43.8, ,58.3, ,87, ,30, ,58, ,43.5, ,2.8, ,67.4, ,59.2, 
251,Highland,Los Angeles Basin,3/31/2020,091,0.13, ,0.00, ,382, ,9.9, ,78.7, ,47.5, ,63.3, ,80, ,27, ,50, ,44.2, ,2.2, ,51.7, ,60.2, 
251,Highland,Los Angeles Basin,4/1/2020,092,0.18, ,0.00, ,534, ,11.3, ,75.1, ,51.4, ,62.5, ,82, ,37, ,59, ,47.8, ,3.8, ,91.3, ,61.4, 
251,Highland,Los Angeles Basin,4/2/2020,093,0.12, ,0.05, ,381, ,12.3, ,68.9, ,52.6, ,59.1, ,96, ,45, ,72, ,50.0, ,4.2, ,101.3, ,62.1, 
251,Highland,Los Angeles Basin,4/3/2020,094,0.15, ,0.00, ,474, ,11.5, ,68.8, ,52.8, ,59.3, ,87, ,41, ,67, ,48.2, ,5.2, ,123.9, ,62.5, 
251,Highland,Los Angeles Basin,4/4/2020,095,0.13, ,0.00, ,451, ,11.0, ,67.7, ,52.0, ,57.9, ,83, ,45, ,67, ,47.1, ,4.4, ,105.6, ,62.7, 
251,Highland,Los Angeles Basin,4/5/2020,096,0.11, ,0.00, ,347, ,10.8, ,65.2, ,51.8, ,56.0, ,79, ,55, ,70, ,46.5, ,6.0, ,143.4, ,63.1, 
251,Highland,Los Angeles Basin,4/6/2020,097,0.01, ,1.94, ,71, ,11.9, ,54.8, ,49.4, ,51.9, ,98, ,74, ,90, ,49.1, ,4.6, ,111.6, ,61.7, 
251,Highland,Los Angeles Basin,4/7/2020,098,0.06, ,0.46, ,253, ,11.9, ,63.4, ,48.9, ,53.5, ,97, ,60, ,85, ,49.2, ,3.0, ,72.4, ,60.5, 
251,Highland,Los Angeles Basin,4/8/2020,099,0.05, ,0.91, ,211, ,10.1, ,57.1, ,45.8, ,49.1, ,97, ,61, ,85, ,44.8, ,3.8, ,91.6, ,59.9, 
251,Highland,Los Angeles Basin,4/9/2020,100,0.02, ,0.52, ,145, ,9.9, ,54.4,Y,46.0, ,49.0, ,95, ,73, ,84, ,44.3, ,2.8, ,68.0, ,58.1, 
251,Highland,Los Angeles Basin,4/10/2020,101,0.04, ,0.37, ,187, ,10.6, ,57.1, ,46.0, ,50.8, ,97, ,67, ,84, ,46.2, ,2.4, ,57.6, ,56.9, 
251,Highland,Los Angeles Basin,4/11/2020,102,0.15, ,0.00, ,514, ,11.9, ,68.3, ,45.4, ,56.5, ,96, ,55, ,77, ,49.2, ,4.1, ,97.5, ,58.0, 
251,Highland,Los Angeles Basin,4/12/2020,103,0.02, ,0.17, ,148, ,13.0, ,59.3, ,52.3, ,54.8, ,98, ,76, ,89, ,51.6, ,3.4, ,80.5, ,59.7, 
251,Highland,Los Angeles Basin,4/13/2020,104,0.01, ,0.05, ,108, ,12.7, ,58.6, ,51.1, ,54.7, ,99, ,72, ,87, ,50.9, ,2.8, ,67.8, ,59.4, 
251,Highland,Los Angeles Basin,4/14/2020,105,0.23, ,0.00, ,585, ,8.4, ,76.3, ,48.0, ,61.8, ,95, ,17, ,45, ,40.1, ,4.8, ,115.3, ,59.8, 
251,Highland,Los Angeles Basin,4/15/2020,106,0.22, ,0.00, ,602, ,6.9, ,80.3, ,44.6, ,63.0, ,63, ,17, ,35, ,35.1, ,3.6, ,86.3, ,60.4, 
251,Highland,Los Angeles Basin,4/16/2020,107,0.21, ,0.00, ,602, ,8.1, ,76.6, ,47.1, ,61.4, ,70, ,24, ,44, ,39.2, ,3.5, ,84.3, ,61.3, 
251,Highland,Los Angeles Basin,4/17/2020,108,0.12, ,0.00, ,383, ,9.8, ,68.5, ,49.1, ,57.6, ,75, ,40, ,61, ,44.1, ,4.2, ,100.6, ,61.3, 
251,Highland,Los Angeles Basin,4/18/2020,109,0.06, ,0.06, ,228, ,11.6, ,61.7, ,51.6, ,56.3, ,91, ,60, ,75, ,48.5, ,4.0, ,95.2, ,61.3, 
251,Highland,Los Angeles Basin,4/19/2020,110,0.12, ,0.00, ,407, ,11.6, ,67.2, ,53.1, ,58.2, ,87, ,50, ,70, ,48.4, ,4.8, ,114.7, ,61.3, 
251,Highland,Los Angeles Basin,4/20/2020,111,0.07, ,0.00, ,259, ,12.1, ,65.4, ,50.9, ,58.2, ,89, ,59, ,73, ,49.5, ,3.8, ,90.9, ,61.7, 
251,Highland,Los Angeles Basin,4/21/2020,112,0.18, ,0.00, ,541, ,12.3, ,74.0, ,52.8, ,61.0, ,87, ,42, ,67, ,49.9, ,5.1, ,122.4, ,62.2, 
251,Highland,Los Angeles Basin,4/22/2020,113,0.25, ,0.00, ,611, ,11.5, ,88.3, ,48.7, ,68.5, ,88, ,16, ,48, ,48.2, ,4.4, ,105.8, ,63.0, 
251,Highland,Los Angeles Basin,4/23/2020,114,0.24, ,0.00, ,607, ,12.2, ,91.7, ,53.1, ,72.7, ,71, ,24, ,45, ,49.9, ,3.9, ,92.7, ,64.2, 
251,Highland,Los Angeles Basin,4/24/2020,115,0.26, ,0.00, ,616, ,10.8, ,95.9, ,58.4, ,78.1,Y,72, ,15, ,33,Y,46.5,Y,3.5, ,83.9, ,65.6, 
251,Highland,Los Angeles Basin,4/25/2020,116,0.26, ,0.00, ,621, ,11.4, ,94.9, ,60.7, ,77.7,Y,57, ,18, ,35,Y,47.9,Y,3.5, ,84.2, ,66.6, 
251,Highland,Los Angeles Basin,4/26/2020,117,0.25, ,0.00, ,597, ,11.3, ,91.7, ,59.5, ,75.4, ,63, ,20, ,38, ,47.8, ,3.5, ,84.9, ,67.0, 
251,Highland,Los Angeles Basin,4/27/2020,118,0.24, ,0.06, ,616, ,12.9, ,87.5, ,57.6, ,72.2, ,74, ,29, ,48, ,51.4, ,3.6, ,86.0, ,67.2, 
251,Highland,Los Angeles Basin,4/28/2020,119,0.25,R,0.03, ,612, ,15.1, ,92.8, ,57.7, ,74.2, ,78, ,29, ,52, ,55.6, ,3.6, ,86.9, ,66.1, 
251,Highland,Los Angeles Basin,4/29/2020,120,0.21, ,0.22, ,543, ,17.1,Y,88.6, ,59.7, ,72.0, ,90, ,37, ,64,Y,59.1,Y,3.8, ,90.4, ,68.1, 
251,Highland,Los Angeles Basin,4/30/2020,121,0.21, ,0.04, ,558, ,16.9,Y,86.0, ,61.0, ,71.5, ,91, ,37, ,64,Y,58.8,Y,4.0, ,96.2, ,68.4, 
251,Highland,Los Angeles Basin,5/1/2020,122,0.21, ,0.06, ,602, ,15.6, ,82.2, ,55.4, ,68.3, ,95, ,33, ,66, ,56.6, ,3.8, ,90.7, ,69.1, 
251,Highland,Los Angeles Basin,5/2/2020,123,0.22, ,0.00, ,612, ,14.2, ,81.3, ,54.9, ,67.9, ,89, ,39, ,61, ,53.9, ,3.9, ,94.2, ,69.2, 
251,Highland,Los Angeles Basin,5/3/2020,124,0.22, ,0.00, ,622, ,14.0, ,81.5, ,54.7, ,67.5, ,85, ,38, ,61, ,53.5, ,3.8, ,92.3, ,69.1, 
251,Highland,Los Angeles Basin,5/4/2020,125,0.25, ,0.06, ,636, ,12.2, ,89.6, ,52.2, ,71.1, ,89, ,20, ,47, ,49.9, ,3.8, ,91.3, ,67.7, 
251,Highland,Los Angeles Basin,5/5/2020,126,0.27, ,0.04, ,652, ,10.0, ,94.9, ,57.5, ,77.3,Y,63, ,14, ,31,Y,44.6,Y,3.5, ,82.9, ,68.8, 
251,Highland,Los Angeles Basin,5/6/2020,127,0.27,R,0.00, ,654, ,10.0, ,96.1, ,59.8, ,79.0,Y,56, ,12, ,30,Y,44.5,Y,3.0, ,72.7, ,69.0, 
251,Highland,Los Angeles Basin,5/7/2020,128,0.27, ,0.00, ,622, ,10.4, ,97.5, ,60.9, ,78.8,Y,56, ,14, ,31,Y,45.5,Y,3.7, ,87.6, ,69.9, 
251,Highland,Los Angeles Basin,5/8/2020,129,0.27, ,0.00, ,642, ,12.5, ,96.0, ,60.1, ,76.4, ,68, ,20, ,40, ,50.4, ,4.2, ,100.6, ,70.3, 
251,Highland,Los Angeles Basin,5/9/2020,130,0.25, ,0.00, ,622, ,14.2, ,89.2, ,58.1, ,73.1, ,80, ,27, ,51, ,53.9, ,4.1, ,98.9, ,70.5, 
251,Highland,Los Angeles Basin,5/10/2020,131,0.22, ,0.00, ,607, ,15.7, ,85.8, ,57.2, ,68.8, ,89, ,38, ,65, ,56.7, ,4.9, ,118.5, ,70.0, 
251,Highland,Los Angeles Basin,5/11/2020,132,0.23, ,0.00, ,640, ,13.3, ,80.3, ,56.0, ,67.3, ,83, ,30, ,58, ,52.2, ,5.1, ,122.5, ,70.5, 
251,Highland,Los Angeles Basin,5/12/2020,133,0.17, ,0.00, ,508, ,13.0, ,73.6, ,55.0, ,62.8, ,89, ,48, ,67, ,51.5, ,5.4, ,128.9, ,67.1, 
